repeticao,nome_img,filtro,config,f1score,precision,recall,tempo_ms,cpu_time_ms,horario_inicio,horario_fim
1,RGB_042.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.15442516988011715,0.2498435824097247,0.11174742144399137,1.5091989989741705,1.49711099999994,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_043.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.12595977663380156,0.2019303061563478,0.09152579983040504,0.7577389988000505,0.7509809999999284,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_043.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.11276429130775255,0.13930232287089594,0.09471957395211716,1.5504590010095853,1.5188610000000935,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_044.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.10646316312752335,0.10044747550293458,0.1132452981192477,0.7647490019735415,0.756970000000301,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_044.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.0618649243243641,0.06375782944325645,0.060081175327273764,1.5141090007091407,1.5013609999998678,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_045.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.10819232319343602,0.20794505977293223,0.07311738784005724,1.793248000467429,1.7800700000001335,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_045.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.09019359654674391,0.13473939393939394,0.06778379433143081,1.5148189995670691,1.492470000000079,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_046.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.06293856355013841,0.07642598431352111,0.05349749202006384,0.7749399992462713,0.7676599999997258,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_046.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.0763802328034211,0.08051507004386585,0.07264933880528955,1.5948790023685433,1.5883109999998979,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_047.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.0797810898406397,0.08943702697945739,0.07200696384469008,1.0619000022416003,1.045859999999621,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_047.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.07475038042232088,0.07703875569304804,0.07259403214705049,1.5349780005635694,1.5250799999999565,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_048.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.13502998972727576,0.18335133189344852,0.10686598478888015,0.7744899994577281,0.767580000000212,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_048.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.06998871619408147,0.11434348239771647,0.05042748492001049,1.7929389978235122,1.552220000000215,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_049.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.15968837354808108,0.23884561975487534,0.11993875725741658,2.5272980019508395,2.5031100000001416,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_049.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.13354918655314385,0.19594733292278818,0.10129307077781315,1.4911190010025166,1.4783309999994998,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_050.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.10096541554342067,0.1980296456977585,0.06775520301821443,1.834198999858927,1.8082010000002313,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_050.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.12252549002611304,0.20472897128580222,0.08742307573367969,1.5436390021932311,1.5339199999999664,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_051.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.12132781061599918,0.24106724461105905,0.0810632472571845,0.7573100010631606,0.7518899999992001,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_051.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.055325011480816595,0.18176331815438634,0.03262817861293309,1.550588000100106,1.5439109999997314,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_052.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.1468000903743978,0.19926790660862684,0.11620339921769532,0.7553889990958851,0.7483700000001647,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_052.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.11194205431567626,0.2059614730527813,0.07685739670232038,1.4966689996072091,1.489240999999808,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_053.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.13244303606458427,0.19085828603735838,0.1014060748905295,1.7882989995996468,1.772271000000103,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_053.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.10833833433353338,0.19444693773748617,0.07508694094947604,1.5010089991847053,1.4936809999994693,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_054.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.15271467514766016,0.19937717802328167,0.12375166827741728,0.7666390010854229,0.7608499999998131,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_054.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.17987458166812878,0.2066627842733205,0.15923420313866263,1.5049389985506423,1.4978210000000658,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_055.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.15739299877243498,0.1615956220658377,0.15340343011670937,1.048989000992151,1.041830999999327,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_055.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.14013297011030043,0.1508056910902456,0.13087105038428692,1.505708998593036,1.4975899999996045,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_056.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.18771121483688952,0.23642991584276227,0.15564005611216736,0.7616000002599321,0.7566299999997028,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_056.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.11238413553946291,0.19032806391296958,0.07973197182998298,1.5201379974314477,1.507299999999212,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_057.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.13721475222674687,0.20270953115824264,0.1037072748106537,0.6693799987260718,0.6691010000006159,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_057.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.07796312935037943,0.17300024021138602,0.05032000223582348,1.4987389986345079,1.4837600000001672,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_058.jpg,Sobel,"{'ddepth': 0, 'dx': 1, 'dy': 0, 'ksize': 3}",0.11873519227264445,0.18224413441029408,0.08805095197067221,1.7700179996609222,1.7566609999999372,10/05/2026 10:22:19,10/05/2026 10:22:19
1,RGB_058.jpg,Laplacian,"{'ddepth': 0, 'ksize': 3}",0.0998738669263396,0.22066595431310826,0.06454310475900867,1.5006690009613521,1.4943309999999599,10/05/2026 10:22:19,10/05/2026 10:22:19
